string	surah_frequency
عدل	{'82': 41.1685273790537, '65': 12.526366871562603, '49': 10.618126971068147, '42': 4.1853853637444605, '27': 2.993119975262833, '16': 1.8737871125414378, '5': 1.2575595180096788, '6': 1.1307128464211664, '7': 1.035876718925571, '4': 0.9581894898350595, '2': 0.5715993976792938}
خلل	{'30': 4.3030673482996225, '14': 4.269143833728431, '43': 3.9438757321110263, '25': 3.8135526445385604, '27': 2.993119975262833, '24': 2.696215312837297, '17': 2.1842439285815023, '18': 2.101438263229308, '9': 1.3619303892083927, '4': 0.9581894898350595, '2': 0.5715993976792938}
ثبت	{'47': 6.405658036231285, '14': 4.269143833728431, '13': 4.138635027523916, '25': 3.8135526445385604, '8': 2.788046804680468, '17': 2.1842439285815023, '16': 1.8737871125414378, '11': 1.7913023363405043, '3': 0.9943246019517207, '4': 0.9581894898350595, '2': 0.5715993976792938}
لغو	{'88': 36.857686815802005, '78': 18.823043266893535, '52': 10.352673796791445, '56': 8.291894207088554, '41': 4.2717343336275375, '25': 3.8135526445385604, '19': 3.457671012680836, '23': 3.326946210689122, '28': 2.427523510971787, '5': 1.2575595180096788, '2': 0.5715993976792938}
سنن	{'48': 6.022085698732406, '15': 5.0682636298187065, '35': 4.634508348794063, '40': 2.8745684695051783, '8': 2.788046804680468, '33': 2.7138851895983738, '17': 2.1842439285815023, '18': 2.101438263229308, '5': 1.2575595180096788, '3': 0.9943246019517207, '4': 0.9581894898350595}
كنن	{'52': 10.352673796791445, '56': 8.291894207088554, '41': 4.2717343336275375, '37': 3.7425933980957904, '27': 2.993119975262833, '28': 2.427523510971787, '17': 2.1842439285815023, '18': 2.101438263229308, '16': 1.8737871125414378, '6': 1.1307128464211664, '2': 0.5715993976792938}
نجم	{'86': 48.887626262626256, '81': 26.556241426611795, '77': 16.052653399668323, '52': 9.489950980392157, '53': 8.744128274616079, '55': 7.917995910020449, '56': 7.6009030231645065, '37': 3.430710614921141, '22': 2.5436210747602153, '16': 1.717638186496318, '6': 1.0364867758860692, '7': 0.9495536590151068}
مكن	{'81': 26.556241426611795, '77': 16.052653399668323, '46': 4.9223239257564195, '23': 3.0497006931316952, '8': 2.5557095709570956, '22': 2.5436210747602153, '24': 2.4715307034341887, '28': 2.225229885057471, '18': 1.926318407960199, '12': 1.8096373153860534, '6': 1.0364867758860692, '7': 0.9495536590151068}
رجم	{'81': 26.556241426611795, '67': 9.792362164896307, '44': 9.088967136150234, '15': 4.645908327333813, '36': 4.307854917668002, '38': 4.155290834943121, '19': 3.169531761624099, '26': 2.381242312423124, '18': 1.926318407960199, '16': 1.717638186496318, '11': 1.6420271416454622, '3': 0.9114642184557439}
يتم	{'107': 124.09935897435896, '93': 59.75154320987654, '90': 36.45856873822975, '89': 22.024459613196814, '76': 12.409935897435897, '59': 7.194165737643997, '8': 2.5557095709570956, '17': 2.0022236011997103, '18': 1.926318407960199, '6': 1.0364867758860692, '4': 0.8783403656821378, '2': 0.5239661145393526}
فكه	{'80': 21.088779956427015, '83': 18.437619047619048, '77': 16.052653399668323, '52': 9.489950980392157, '44': 9.088967136150234, '55': 7.917995910020449, '56': 7.6009030231645065, '36': 4.307854917668002, '38': 4.155290834943121, '43': 3.6152194211017736, '37': 3.430710614921141, '23': 3.0497006931316952}
الف	{'106': 157.3943089430894, '97': 115.23511904761904, '70': 14.40438988095238, '32': 8.661968680089485, '37': 3.430710614921141, '29': 3.277382766209582, '8': 2.5557095709570956, '22': 2.5436210747602153, '24': 2.4715307034341887, '9': 1.2484361901076932, '3': 0.9114642184557439, '2': 0.5239661145393526}
نقم	{'85': 30.583728278041075, '44': 9.088967136150234, '32': 8.661968680089485, '15': 4.645908327333813, '30': 3.9444784026079867, '14': 3.9133818475843944, '43': 3.6152194211017736, '39': 2.7827368118441855, '9': 1.2484361901076932, '5': 1.1527628915088721, '7': 0.9495536590151068, '3': 0.9114642184557439}
حدد	{'65': 11.48250296559905, '50': 8.468722659667542, '58': 7.014311594202899, '57': 5.43195847362514, '34': 3.7065862531112383, '22': 2.5436210747602153, '33': 2.487728090465176, '17': 2.0022236011997103, '18': 1.926318407960199, '9': 1.2484361901076932, '4': 0.8783403656821378, '2': 0.5239661145393526}
خصم	{'50': 8.468722659667542, '36': 4.307854917668002, '38': 4.155290834943121, '43': 3.6152194211017736, '39': 2.7827368118441855, '27': 2.7436933106575965, '22': 2.5436210747602153, '26': 2.381242312423124, '16': 1.717638186496318, '3': 0.9114642184557439, '4': 0.8783403656821378, '2': 0.5239661145393526}
وهب	{'38': 4.155290834943121, '14': 3.9133818475843944, '42': 3.836603250099088, '25': 3.495756590827013, '37': 3.430710614921141, '29': 3.277382766209582, '19': 3.169531761624099, '21': 2.6479961701545616, '33': 2.487728090465176, '26': 2.381242312423124, '6': 1.0364867758860692, '3': 0.9114642184557439}
صفو	{'47': 5.871853199878678, '35': 4.248299319727891, '38': 4.155290834943121, '43': 3.6152194211017736, '37': 3.430710614921141, '39': 2.7827368118441855, '27': 2.7436933106575965, '22': 2.5436210747602153, '17': 2.0022236011997103, '7': 0.9495536590151068, '3': 0.9114642184557439, '2': 0.5239661145393526}
غلل	{'76': 12.409935897435897, '69': 11.222898550724638, '59': 7.194165737643997, '15': 4.645908327333813, '36': 4.307854917668002, '13': 3.7937487752302568, '34': 3.7065862531112383, '40': 2.6350210970464136, '17': 2.0022236011997103, '5': 1.1527628915088721, '7': 0.9495536590151068, '3': 0.9114642184557439}
ثمر	{'47': 5.871853199878678, '36': 4.307854917668002, '35': 4.248299319727891, '41': 3.915756472491909, '14': 3.9133818475843944, '13': 3.7937487752302568, '28': 2.225229885057471, '18': 1.926318407960199, '16': 1.717638186496318, '6': 1.0364867758860692, '7': 0.9495536590151068, '2': 0.5239661145393526}
بوا	{'59': 7.194165737643997, '29': 3.277382766209582, '39': 2.7827368118441855, '8': 2.5557095709570956, '22': 2.5436210747602153, '12': 1.8096373153860534, '10': 1.7985414344109993, '16': 1.717638186496318, '5': 1.1527628915088721, '7': 0.9495536590151068, '3': 0.9114642184557439, '2': 0.5239661145393526}
تمم	{'61': 15.18392156862745, '66': 13.500348675034868, '48': 5.520245223838038, '28': 2.225229885057471, '12': 1.8096373153860534, '16': 1.717638186496318, '11': 1.6420271416454622, '9': 1.2484361901076932, '5': 1.1527628915088721, '6': 1.0364867758860692, '7': 0.9495536590151068, '2': 0.5239661145393526}
حبط	{'49': 9.733283056812468, '47': 5.871853199878678, '39': 2.7827368118441855, '33': 2.487728090465176, '18': 1.926318407960199, '11': 1.6420271416454622, '9': 1.2484361901076932, '5': 1.1527628915088721, '6': 1.0364867758860692, '7': 0.9495536590151068, '3': 0.9114642184557439, '2': 0.5239661145393526}
فقه	{'63': 17.583560399636692, '59': 7.194165737643997, '48': 5.520245223838038, '8': 2.5557095709570956, '20': 2.2802709069493523, '17': 2.0022236011997103, '18': 1.926318407960199, '11': 1.6420271416454622, '9': 1.2484361901076932, '6': 1.0364867758860692, '7': 0.9495536590151068, '4': 0.8783403656821378}
جبي	{'68': 9.927948717948718, '42': 3.836603250099088, '34': 3.7065862531112383, '19': 3.169531761624099, '22': 2.5436210747602153, '20': 2.2802709069493523, '28': 2.225229885057471, '12': 1.8096373153860534, '16': 1.717638186496318, '6': 1.0364867758860692, '7': 0.9495536590151068, '3': 0.9114642184557439}
حسر	{'69': 11.222898550724638, '67': 9.792362164896307, '36': 4.307854917668002, '35': 4.248299319727891, '19': 3.169531761624099, '39': 2.7827368118441855, '21': 2.6479961701545616, '8': 2.5557095709570956, '17': 2.0022236011997103, '6': 1.0364867758860692, '3': 0.9114642184557439, '2': 0.5239661145393526}
علن	{'71': 15.007364341085271, '64': 12.82935719019218, '60': 9.025407925407926, '36': 4.307854917668002, '35': 4.248299319727891, '14': 3.9133818475843944, '13': 3.7937487752302568, '27': 2.7436933106575965, '28': 2.225229885057471, '16': 1.717638186496318, '11': 1.6420271416454622, '2': 0.5239661145393526}
زرع	{'44': 9.088967136150234, '32': 8.661968680089485, '56': 7.6009030231645065, '48': 5.520245223838038, '14': 3.9133818475843944, '13': 3.7937487752302568, '39': 2.7827368118441855, '26': 2.381242312423124, '18': 1.926318407960199, '12': 1.8096373153860534, '16': 1.717638186496318, '6': 1.0364867758860692}
ربو	{'69': 11.222898550724638, '30': 3.9444784026079867, '41': 3.915756472491909, '13': 3.7937487752302568, '23': 3.0497006931316952, '22': 2.5436210747602153, '26': 2.381242312423124, '17': 2.0022236011997103, '16': 1.717638186496318, '3': 0.9114642184557439, '4': 0.8783403656821378, '2': 0.5239661145393526}
حذر	{'63': 17.583560399636692, '64': 12.82935719019218, '39': 2.7827368118441855, '24': 2.4715307034341887, '26': 2.381242312423124, '28': 2.225229885057471, '17': 2.0022236011997103, '9': 1.2484361901076932, '5': 1.1527628915088721, '3': 0.9114642184557439, '4': 0.8783403656821378, '2': 0.5239661145393526}
خطا	{'96': 44.45350172215844, '71': 13.852951699463329, '69': 10.359598662207357, '29': 3.025276399578076, '33': 2.2963643911986242, '26': 2.198069826852115, '20': 2.104865452568633, '28': 2.054058355437666, '17': 1.848206401107425, '12': 1.6704344449717416, '7': 0.8765110698600987, '4': 0.8107757221681272, '2': 0.4836610288055563}
سوق	{'75': 16.87470037045108, '68': 9.164260355029587, '32': 7.9956633970056785, '50': 7.817282455077731, '48': 5.095610975850498, '35': 3.9215070643642074, '38': 3.8356530784090346, '25': 3.226852237686474, '19': 2.9257216261145533, '39': 2.568680134010018, '27': 2.5326399790685508, '8': 2.3591165270373193, '7': 0.8765110698600987}
شرق	{'73': 14.11556689755742, '70': 13.29635989010989, '55': 7.308919301557339, '15': 4.288530763692751, '38': 3.8356530784090346, '43': 3.337125619478561, '37': 3.166809798388746, '19': 2.9257216261145533, '39': 2.568680134010018, '24': 2.2814129570161743, '26': 2.198069826852115, '7': 0.8765110698600987, '2': 0.4836610288055563}
غرب	{'73': 14.11556689755742, '70': 13.29635989010989, '50': 7.817282455077731, '55': 7.308919301557339, '35': 3.9215070643642074, '24': 2.2814129570161743, '26': 2.198069826852115, '20': 2.104865452568633, '28': 2.054058355437666, '18': 1.7781400688863378, '5': 1.0640888229312668, '7': 0.8765110698600987, '2': 0.4836610288055563}
مهد	{'78': 15.927190456602222, '74': 11.324656332260895, '51': 7.9107161099192975, '38': 3.8356530784090346, '30': 3.641056987022757, '13': 3.5019219463663913, '43': 3.337125619478561, '19': 2.9257216261145533, '20': 2.104865452568633, '5': 1.0640888229312668, '7': 0.8765110698600987, '3': 0.8413515862668405, '2': 0.4836610288055563}
فكر	{'74': 11.324656332260895, '59': 6.640768373209845, '45': 5.962731962731963, '30': 3.641056987022757, '13': 3.5019219463663913, '34': 3.4214642336411436, '39': 2.568680134010018, '10': 1.6601920933024612, '16': 1.5855121721504475, '6': 0.9567570238948332, '7': 0.8765110698600987, '3': 0.8413515862668405, '2': 0.4836610288055563}
مرض	{'73': 14.11556689755742, '74': 11.324656332260895, '47': 5.420172184503395, '48': 5.095610975850498, '8': 2.3591165270373193, '22': 2.347957915163276, '33': 2.2963643911986242, '24': 2.2814129570161743, '26': 2.198069826852115, '9': 1.1524026370224862, '5': 1.0640888229312668, '4': 0.8107757221681272, '2': 0.4836610288055563}
جهر	{'87': 41.366452991452995, '71': 13.852951699463329, '67': 9.03910353682736, '49': 8.984568975519203, '13': 3.5019219463663913, '21': 2.444304157065749, '20': 2.104865452568633, '17': 1.848206401107425, '16': 1.5855121721504475, '6': 0.9567570238948332, '7': 0.8765110698600987, '4': 0.8107757221681272, '2': 0.4836610288055563}
وثق	{'89': 20.330270412181676, '31': 5.738698680895213, '47': 5.420172184503395, '57': 5.014115514115514, '13': 3.5019219463663913, '8': 2.3591165270373193, '33': 2.2963643911986242, '12': 1.6704344449717416, '5': 1.0640888229312668, '7': 0.8765110698600987, '3': 0.8413515862668405, '4': 0.8107757221681272, '2': 0.4836610288055563}
وصي	{'103': 205.4058355437666, '90': 33.654063450673625, '51': 7.9107161099192975, '31': 5.738698680895213, '46': 4.543683623775157, '36': 3.976481462462771, '42': 3.5414799231683896, '29': 3.025276399578076, '19': 2.9257216261145533, '5': 1.0640888229312668, '6': 0.9567570238948332, '4': 0.8107757221681272, '2': 0.4836610288055563}
لهو	{'102': 99.27948717948718, '80': 19.46656611362494, '62': 17.46853146853147, '63': 16.23097883043387, '31': 5.738698680895213, '47': 5.420172184503395, '57': 5.014115514115514, '15': 4.288530763692751, '29': 3.025276399578076, '21': 2.444304157065749, '24': 2.2814129570161743, '6': 0.9567570238948332, '7': 0.8765110698600987}
فاد	{'104': 90.25407925407926, '67': 9.03910353682736, '53': 8.071503022722535, '32': 7.9956633970056785, '46': 4.543683623775157, '14': 3.612352474693288, '25': 3.226852237686474, '23': 2.8151083321215644, '28': 2.054058355437666, '17': 1.848206401107425, '16': 1.5855121721504475, '11': 1.5157173615188884, '6': 0.9567570238948332}
طلع	{'97': 106.37087912087912, '104': 90.25407925407926, '50': 7.817282455077731, '37': 3.166809798388746, '19': 2.9257216261145533, '40': 2.432327166504382, '26': 2.198069826852115, '20': 2.104865452568633, '28': 2.054058355437666, '18': 1.7781400688863378, '5': 1.0640888229312668, '6': 0.9567570238948332, '3': 0.8413515862668405}
خفف	{'101': 69.26475849731663, '35': 3.9215070643642074, '30': 3.641056987022757, '43': 3.337125619478561, '23': 2.8151083321215644, '40': 2.432327166504382, '8': 2.3591165270373193, '16': 1.5855121721504475, '9': 1.1524026370224862, '7': 0.8765110698600987, '3': 0.8413515862668405, '4': 0.8107757221681272, '2': 0.4836610288055563}
رسو	{'77': 14.817833907386147, '79': 14.250644092749356, '50': 7.817282455077731, '31': 5.738698680895213, '15': 4.288530763692751, '41': 3.614544436146378, '13': 3.5019219463663913, '34': 3.4214642336411436, '27': 2.5326399790685508, '21': 2.444304157065749, '16': 1.5855121721504475, '11': 1.5157173615188884, '7': 0.8765110698600987}
شهو	{'77': 14.817833907386147, '52': 8.759954751131222, '56': 7.016218175228777, '41': 3.614544436146378, '34': 3.4214642336411436, '43': 3.337125619478561, '19': 2.9257216261145533, '27': 2.5326399790685508, '21': 2.444304157065749, '16': 1.5855121721504475, '7': 0.8765110698600987, '3': 0.8413515862668405, '4': 0.8107757221681272}
لبس	{'78': 15.927190456602222, '44': 8.389815817984832, '50': 7.817282455077731, '35': 3.9215070643642074, '25': 3.226852237686474, '21': 2.444304157065749, '22': 2.347957915163276, '18': 1.7781400688863378, '16': 1.5855121721504475, '6': 0.9567570238948332, '7': 0.8765110698600987, '3': 0.8413515862668405, '2': 0.4836610288055563}
غدو	{'68': 9.164260355029587, '54': 8.238961591658688, '59': 6.640768373209845, '31': 5.738698680895213, '13': 3.5019219463663913, '34': 3.4214642336411436, '40': 2.432327166504382, '24': 2.2814129570161743, '18': 1.7781400688863378, '12': 1.6704344449717416, '6': 0.9567570238948332, '7': 0.8765110698600987, '3': 0.8413515862668405}
حزب	{'58': 6.4747491638796, '35': 3.9215070643642074, '38': 3.8356530784090346, '30': 3.641056987022757, '13': 3.5019219463663913, '43': 3.337125619478561, '19': 2.9257216261145533, '23': 2.8151083321215644, '40': 2.432327166504382, '33': 2.2963643911986242, '18': 1.7781400688863378, '11': 1.5157173615188884, '5': 1.0640888229312668}
سور	{'76': 11.455325443786982, '47': 5.420172184503395, '57': 5.014115514115514, '35': 3.9215070643642074, '38': 3.8356530784090346, '43': 3.337125619478561, '22': 2.347957915163276, '24': 2.2814129570161743, '18': 1.7781400688863378, '10': 1.6601920933024612, '11': 1.5157173615188884, '9': 1.1524026370224862, '2': 0.4836610288055563}
لعب	{'70': 13.29635989010989, '52': 8.759954751131222, '44': 8.389815817984832, '47': 5.420172184503395, '57': 5.014115514115514, '43': 3.337125619478561, '29': 3.025276399578076, '21': 2.444304157065749, '12': 1.6704344449717416, '9': 1.1524026370224862, '5': 1.0640888229312668, '6': 0.9567570238948332, '7': 0.8765110698600987}
ركب	{'82': 34.834907782276204, '84': 24.513453624564736, '59': 6.640768373209845, '36': 3.976481462462771, '43': 3.337125619478561, '29': 3.025276399578076, '40': 2.432327166504382, '8': 2.3591165270373193, '18': 1.7781400688863378, '16': 1.5855121721504475, '11': 1.5157173615188884, '6': 0.9567570238948332, '2': 0.4836610288055563}
صمم	{'47': 5.420172184503395, '30': 3.641056987022757, '43': 3.337125619478561, '25': 3.226852237686474, '27': 2.5326399790685508, '21': 2.444304157065749, '8': 2.3591165270373193, '17': 1.848206401107425, '10': 1.6601920933024612, '11': 1.5157173615188884, '5': 1.0640888229312668, '6': 0.9567570238948332, '2': 0.4836610288055563}
فرح	{'57': 5.014115514115514, '30': 3.641056987022757, '42': 3.5414799231683896, '13': 3.5019219463663913, '23': 2.8151083321215644, '27': 2.5326399790685508, '40': 2.432327166504382, '28': 2.054058355437666, '10': 1.6601920933024612, '11': 1.5157173615188884, '9': 1.1524026370224862, '6': 0.9567570238948332, '3': 0.8413515862668405}
ثمن	{'69': 10.359598662207357, '39': 2.568680134010018, '24': 2.2814129570161743, '28': 2.054058355437666, '18': 1.7781400688863378, '12': 1.6704344449717416, '16': 1.5855121721504475, '9': 1.1524026370224862, '5': 1.0640888229312668, '6': 0.9567570238948332, '3': 0.8413515862668405, '4': 0.8107757221681272, '2': 0.4836610288055563}
